item_id,modifiers,participant_id,session_id,s3_bucket,s3_object_key,face_crop_s3_object_key,face_crop_s3_bucket,fps,video_length,num_frames,resolution,video_codec_original,audio_codec_original,self_face_swap,processing_mode,processing_config_face_swapper_model,demographics_gender,demographics_native_language,demographics_age_group,technical_info_recording_software,technical_info_device_type,technical_info_device_brand_model,is_speaking,gestures,head_direction,dataset_labels,created_at,teams_meeting_id,duration,r_fps,avg_fps,width,height,has_audio,audio_codec_ffprobe,video_codec_ffprobe,frame_count,bit_rate,profile,pix_fmt,chroma_subsampling,color_range,color_space,color_transfer,color_primaries,chroma_location,field_order,time_base,is_likely_vfr,type,vfrdet_vfr_ratio,vfrdet_vfr_frames,vfrdet_total_frames,vfrdet_min_delta,vfrdet_max_delta,vfrdet_is_vfr,dirname
00597--3b3bc9ce-3d88-4fa8-aafe-dd29ce34ec5d,raw,597,3b3bc9ce-3d88-4fa8-aafe-dd29ce34ec5d,grl-mleng-dsfactory-training-video-data,raw/00597/3b3bc9ce-3d88-4fa8-aafe-dd29ce34ec5d.mov,,,30.03003003003003,34.7985,1045,1280x720,h264,aac,,,,Male,English,55+,QuickTime (Mac default),MacBook (any model),macbook air M1,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important quality in a person'}]",left,['v1.0.0_dataset'],2025-06-16T18:13:36.901248Z,,34.810396,10000/333,10000/333,1280,720,True,aac,h264,1045,10713638,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,topleft,progressive,1/30000,True,mov,,,,,,,raw/00597
00597--3b3bc9ce-3d88-4fa8-aafe-dd29ce34ec5d,facefusion-v1,597,3b3bc9ce-3d88-4fa8-aafe-dd29ce34ec5d,grl-mleng-dsfactory-training-video-data,facefusion/00597/00597_3b3bc9ce-3d88-4fa8-aafe-dd29ce34ec5d.mov,/00597.jpg,grl-mleng-dsfactory-training-faces,30.03003003003003,34.7985,1045,1280x720,h264,aac,1.0,,inswapper_128,Male,English,55+,QuickTime (Mac default),MacBook (any model),macbook air M1,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important quality in a person'}]",left,['v1.0.0_dataset'],2025-06-16T18:13:36.901248Z,,34.7985,10000/333,10000/333,1280,720,False,,h264,1045,33939356,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/10000,True,mov,,,,,,,facefusion/00597
00681--7632b9af-83a2-40b8-9a66-e865b0e09306,raw,681,7632b9af-83a2-40b8-9a66-e865b0e09306,grl-mleng-dsfactory-training-video-data,raw/00681/7632b9af-83a2-40b8-9a66-e865b0e09306.mov,,,30.186291429971824,77.140458,2328,1280x720,h264,aac,,,,Male,English,45–54,Windows Camera App (Windows default),Windows laptop,Lenovo Yoga,False,"[{'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'affective', 'type': 'gesture', 'description': 'lip biting'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'facepalm'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'facial', 'type': 'pose', 'description': 'smile'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:31.604879Z,,77.140479,60/1,23280000/771211,1280,720,True,aac,h264,2328,8214398,Main,yuvj420p,yuvj420p,pc,bt709,bt709,bt709,left,progressive,1/30000,True,mp4,0.964761,2245.0,82.0,938.0,1460.0,True,raw/00681
00681--7632b9af-83a2-40b8-9a66-e865b0e09306,facefusion-identity-swap-v1,681,7632b9af-83a2-40b8-9a66-e865b0e09306,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00681/00681_7632b9af-83a2-40b8-9a66-e865b0e09306.mov,00014/83286a37-c23d-466a-8c28-0e85b80a5234_face_crop.png,grl-mleng-dsfactory-training-faces,30.186291429971824,77.140458,2328,1280x720,h264,aac,0.0,,inswapper_128,Male,English,45–54,Windows Camera App (Windows default),Windows laptop,Lenovo Yoga,False,"[{'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'affective', 'type': 'gesture', 'description': 'lip biting'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'facepalm'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'facial', 'type': 'pose', 'description': 'smile'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:31.604879Z,,77.1211,857019/28391,857019/28391,1280,720,False,,h264,2328,29757913,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/857019,True,mov,,,,,,,facefusion-identity-swap/00681
00624--c84c0e01-2423-43eb-a786-c0f4e1b59b91,raw,624,c84c0e01-2423-43eb-a786-c0f4e1b59b91,grl-mleng-dsfactory-training-video-data,raw/00624/c84c0e01-2423-43eb-a786-c0f4e1b59b91.mov,,,21.75665031830584,65.720833,1429,1280x720,h264,aac,,,,Male,English,18–24,Windows Camera App (Windows default),Windows laptop,IdeaPad 5 14ITL05,False,"[{'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'affective', 'type': 'gesture', 'description': 'covering mouth'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'clenched fist'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}]",variable,['v1.0.0_dataset'],2025-06-16T18:16:06.649798Z,,65.720854,179/12,2679375/123152,1280,720,True,aac,h264,1429,6001328,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.933473,1333.0,95.0,948.0,2407.0,True,raw/00624
00624--c84c0e01-2423-43eb-a786-c0f4e1b59b91,facefusion-v1,624,c84c0e01-2423-43eb-a786-c0f4e1b59b91,grl-mleng-dsfactory-training-video-data,facefusion/00624/00624_c84c0e01-2423-43eb-a786-c0f4e1b59b91.mov,/00624.jpg,grl-mleng-dsfactory-training-faces,21.75665031830584,65.720833,1429,1280x720,h264,aac,1.0,,inswapper_128,Male,English,18–24,Windows Camera App (Windows default),Windows laptop,IdeaPad 5 14ITL05,False,"[{'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'affective', 'type': 'gesture', 'description': 'covering mouth'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'clenched fist'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}]",variable,['v1.0.0_dataset'],2025-06-16T18:16:06.649798Z,,65.681067,900486/41389,900486/41389,1280,720,False,,h264,1429,23389144,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/900486,True,mov,,,,,,,facefusion/00624
00154--96f3d44a-01ab-4285-8de2-e8314a5c48a5,raw,154,96f3d44a-01ab-4285-8de2-e8314a5c48a5,grl-mleng-dsfactory-training-video-data,raw/00154/96f3d44a-01ab-4285-8de2-e8314a5c48a5.mov,,,30.065068996923387,53.298854,1601,1280x720,h264,aac,,,,Female,english,25–34,Windows Camera App (Windows default),Windows laptop,Acer Aspire 3,False,"[{'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'beat', 'type': 'gesture', 'description': 'chin thrust'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'postural', 'type': 'pose', 'description': 'tilted head'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:15.464441Z,,53.298875,60/1,9606000/319507,1280,720,True,aac,h264,1601,8161543,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.80625,1290.0,310.0,858.0,1446.0,True,raw/00154
00154--96f3d44a-01ab-4285-8de2-e8314a5c48a5,facefusion-identity-swap-v1,154,96f3d44a-01ab-4285-8de2-e8314a5c48a5,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00154/00154_96f3d44a-01ab-4285-8de2-e8314a5c48a5.mov,00088/1c59def3-2ec0-4869-988c-b0401562513d_face_crop.png,grl-mleng-dsfactory-training-faces,30.065068996923387,53.298854,1601,1280x720,h264,aac,0.0,,inswapper_128,Female,english,25–34,Windows Camera App (Windows default),Windows laptop,Acer Aspire 3,False,"[{'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'beat', 'type': 'gesture', 'description': 'chin thrust'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'postural', 'type': 'pose', 'description': 'tilted head'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:15.464441Z,,53.251167,612215/20363,612215/20363,1280,720,False,,h264,1601,25201224,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/612215,True,mov,,,,,,,facefusion-identity-swap/00154
00080--5a2d5070-cd60-4e4b-ad45-f2922c2b79ee,raw,80,5a2d5070-cd60-4e4b-ad45-f2922c2b79ee,grl-mleng-dsfactory-training-video-data,raw/00080/5a2d5070-cd60-4e4b-ad45-f2922c2b79ee.mov,00080/5a2d5070-cd60-4e4b-ad45-f2922c2b79ee_face_crop.png,grl-mleng-dsfactory-training-faces,30.095548802486,60.242771,1813,1280x720,h264,aac,,,,Female,,45–54,Windows Camera App (Windows default),Windows laptop,Lenovo i7,True,"[{'type': 'speaking', 'description': 'Describe your ideal home'}]",forward,['v1.0.0_dataset'],2025-06-13T16:05:01.858178Z,,60.242771,60/1,13597500/451811,1280,720,True,aac,h264,1813,8208147,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.912252,1653.0,159.0,951.0,1446.0,True,raw/00080
00080--5a2d5070-cd60-4e4b-ad45-f2922c2b79ee,facefusion-v1,80,5a2d5070-cd60-4e4b-ad45-f2922c2b79ee,grl-mleng-dsfactory-training-video-data,facefusion/00080/00080_5a2d5070-cd60-4e4b-ad45-f2922c2b79ee.mov,00080/5a2d5070-cd60-4e4b-ad45-f2922c2b79ee_face_crop.png,grl-mleng-dsfactory-training-faces,30.095548802486,60.242771,1813,1280x720,h264,aac,1.0,,inswapper_128,Female,,45–54,Windows Camera App (Windows default),Windows laptop,Lenovo i7,True,"[{'type': 'speaking', 'description': 'Describe your ideal home'}]",forward,['v1.0.0_dataset'],2025-06-13T16:05:01.858178Z,,60.241467,336709/11188,336709/11188,1280,720,False,,h264,1813,19993893,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/336709,True,mov,,,,,,,facefusion/00080
00563--cd61098b-5c60-4943-a365-9277b3e03fda,raw,563,cd61098b-5c60-4943-a365-9277b3e03fda,grl-mleng-dsfactory-training-video-data,raw/00563/cd61098b-5c60-4943-a365-9277b3e03fda.mov,00563/cd61098b-5c60-4943-a365-9277b3e03fda_face_crop.png,grl-mleng-dsfactory-training-faces,29.87652269792241,35.378912,1056,1280x720,h264,aac,,,,Male,English,25–34,Windows Camera App (Windows default),"Mac desktop (iMac, Mac Studio, etc.)",Apple Imac 2017,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important invention'}]",forward,['v1.0.0_dataset'],2025-06-16T18:14:46.951079Z,,35.378934,60000/1001,3956040/132413,1280,720,True,aac,h264,1056,7984321,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/29970,True,mp4,0.88436,933.0,122.0,953.0,1919.0,True,raw/00563
00563--cd61098b-5c60-4943-a365-9277b3e03fda,facefusion-identity-swap-v1,563,cd61098b-5c60-4943-a365-9277b3e03fda,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00563/00563_cd61098b-5c60-4943-a365-9277b3e03fda.mov,00236/7c2c70fb-7e7a-48df-86ce-b263d561a7df_face_crop.png,grl-mleng-dsfactory-training-faces,29.87652269792241,35.378912,1056,1280x720,h264,aac,0.0,,inswapper_128,Male,English,25–34,Windows Camera App (Windows default),"Mac desktop (iMac, Mac Studio, etc.)",Apple Imac 2017,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important invention'}]",forward,['v1.0.0_dataset'],2025-06-16T18:14:46.951079Z,,35.345479,53957/1806,53957/1806,1280,720,False,,h264,1056,30097215,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/53957,True,mov,,,,,,,facefusion-identity-swap/00563
00379--aa74c49f-97a1-4ecf-9515-c1fa7934e03d,raw,379,aa74c49f-97a1-4ecf-9515-c1fa7934e03d,grl-mleng-dsfactory-training-video-data,raw/00379/aa74c49f-97a1-4ecf-9515-c1fa7934e03d.mov,,,30.003000300030003,34.82985,1045,1280x720,h264,aac,,,,Female,English,25–34,QuickTime (Mac default),MacBook (any model),Apple M3 pro,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'affective', 'type': 'gesture', 'description': 'eye rub'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:15.438436Z,,34.848646,100000/3333,100000/3333,1280,720,True,aac,h264,1045,10731527,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,topleft,progressive,1/100000,True,mov,,,,,,,raw/00379
00379--aa74c49f-97a1-4ecf-9515-c1fa7934e03d,facefusion-v1,379,aa74c49f-97a1-4ecf-9515-c1fa7934e03d,grl-mleng-dsfactory-training-video-data,facefusion/00379/00379_aa74c49f-97a1-4ecf-9515-c1fa7934e03d.mov,/00379.jpg,grl-mleng-dsfactory-training-faces,30.003000300030003,34.82985,1045,1280x720,h264,aac,1.0,,inswapper_128,Female,English,25–34,QuickTime (Mac default),MacBook (any model),Apple M3 pro,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'affective', 'type': 'gesture', 'description': 'eye rub'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:15.438436Z,,34.82985,100000/3333,100000/3333,1280,720,False,,h264,1045,23254177,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/100000,True,mov,,,,,,,facefusion/00379
00175--ec8eb122-6e4b-4c3d-b11a-bb72e6342cea,raw,175,ec8eb122-6e4b-4c3d-b11a-bb72e6342cea,grl-mleng-dsfactory-training-video-data,raw/00175/ec8eb122-6e4b-4c3d-b11a-bb72e6342cea.mov,,,30.00368579760876,30.9295,928,1280x720,h264,aac,,,,Male,Portuguese,35–44,Windows Camera App (Windows default),Windows laptop,Positivo N4350,True,"[{'type': 'speaking', 'description': 'Describe your favorite meal'}]",right,['v1.0.0_dataset'],2025-06-16T18:13:15.511925Z,,30.9295,60/1,13920000/463943,1280,720,True,aac,h264,928,8233108,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.916936,850.0,77.0,951.0,1443.0,True,raw/00175
00175--ec8eb122-6e4b-4c3d-b11a-bb72e6342cea,facefusion-v1,175,ec8eb122-6e4b-4c3d-b11a-bb72e6342cea,grl-mleng-dsfactory-training-video-data,facefusion/00175/00175_ec8eb122-6e4b-4c3d-b11a-bb72e6342cea.mov,/00175.jpg,grl-mleng-dsfactory-training-faces,30.00368579760876,30.9295,928,1280x720,h264,aac,1.0,,inswapper_128,Male,Portuguese,35–44,Windows Camera App (Windows default),Windows laptop,Positivo N4350,True,"[{'type': 'speaking', 'description': 'Describe your favorite meal'}]",right,['v1.0.0_dataset'],2025-06-16T18:13:15.511925Z,,30.929533,626807/20891,626807/20891,1280,720,False,,h264,928,23279431,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/626807,True,mov,,,,,,,facefusion/00175
00153--c07cfd5c-2d63-4e13-bff8-7aa33c6b5c16,raw,153,c07cfd5c-2d63-4e13-bff8-7aa33c6b5c16,grl-mleng-dsfactory-training-video-data,raw/00153/c07cfd5c-2d63-4e13-bff8-7aa33c6b5c16.mov,,,29.80388267559863,59.162792,1763,1280x720,h264,aac,,,,Male,Slovak,18–24,Windows Camera App (Windows default),Windows laptop,Asus TUF Gaming A15,False,"[{'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'okay sign'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'affective', 'type': 'gesture', 'description': 'playing with hair'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture outward'}, {'category': 'beat', 'type': 'gesture', 'description': 'bouncing hand'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:56.676514Z,,59.162792,60/1,52890000/1774601,1280,720,True,aac,h264,1763,8092578,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.665153,1172.0,590.0,934.0,4801.0,True,raw/00153
00153--c07cfd5c-2d63-4e13-bff8-7aa33c6b5c16,facefusion-v1,153,c07cfd5c-2d63-4e13-bff8-7aa33c6b5c16,grl-mleng-dsfactory-training-video-data,facefusion/00153/00153_c07cfd5c-2d63-4e13-bff8-7aa33c6b5c16.mov,,,29.80388267559863,59.162792,1763,1280x720,h264,aac,1.0,,inswapper_128,Male,Slovak,18–24,Windows Camera App (Windows default),Windows laptop,Asus TUF Gaming A15,False,"[{'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'okay sign'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'affective', 'type': 'gesture', 'description': 'playing with hair'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture outward'}, {'category': 'beat', 'type': 'gesture', 'description': 'bouncing hand'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:56.676514Z,,59.153367,706203/23695,706203/23695,1280,720,False,,h264,1763,24808243,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/706203,True,mov,,,,,,,facefusion/00153
